main: inicio
task 313: i=2
task 314: i=2
task 315: i=2
task 316: i=2
task 317: i=2
task 318: i=2
task 319: i=2
task 320: i=2
task 321: i=2
task 322: i=2
task 323: i=2
task 324: i=2
task 325: i=2
task 326: i=2
task 327: i=2
task 328: i=2
task 329: i=2
task 330: i=2
task 331: i=2
task 332: i=2
task 333: i=2
task 334: i=2
task 335: i=2
task 336: i=2
task 337: i=2
task 338: i=2
task 339: i=2
task 340: i=2
task 341: i=2
task 342: i=2
task 343: i=2
task 344: i=2
task 345: i=2
task 346: i=2
task 347: i=2
task 348: i=2
task 349: i=2
task 350: i=2
task 351: i=2
task 352: i=2
task 353: i=2
task 354: i=2
task 355: i=2
task 356: i=2
task 357: i=2
task 358: i=2
task 359: i=2
task 360: i=2
task 361: i=2
task 362: i=2
task 363: i=2
task 364: i=2
task 365: i=2
task 366: i=2
task 367: i=2
task 368: i=2
task 369: i=2
task 370: i=2
task 371: i=2
task 372: i=2
task 373: i=2
task 374: i=2
task 375: i=2
task 376: i=2
task 377: i=2
task 378: i=2
task 379: i=2
task 380: i=2
task 381: i=2
task 382: i=2
task 383: i=2
task 384: i=2
task 385: i=2
task 386: i=2
task 387: i=2
task 388: i=2
task 389: i=2
task 390: i=2
task 391: i=2
task 392: i=2
task 393: i=2
task 394: i=2
task 395: i=2
task 396: i=2
task 397: i=2
task 398: i=2
task 399: i=2
task 400: i=2
task 401: i=2
task 402: i=2
task 403: i=2
task 404: i=2
task 405: i=2
task 406: i=2
task 407: i=2
task 408: i=2
task 409: i=2
task 410: i=2
task 411: i=2
task 412: i=2
task 413: i=2
task 414: i=2
task 415: i=2
task 416: i=2
task 417: i=2
task 418: i=2
task 419: i=2
task 420: i=2
task 421: i=2
task 422: i=2
task 423: i=2
task 424: i=2
task 425: i=2
task 426: i=2
task 427: i=2
task 428: i=2
task 429: i=2
task 430: i=2
task 431: i=2
task 432: i=2
task 433: i=2
task 434: i=2
task 435: i=2
task 436: i=2
task 437: i=2
task 438: i=2
task 439: i=2
task 440: i=2
task 441: i=2
task 442: i=2
task 443: i=2
task 444: i=2
task 445: i=2
task 446: i=2
task 447: i=2
task 448: i=2
task 449: i=2
task 450: i=2
task 451: i=2
task 452: i=2
task 453: i=2
task 454: i=2
task 455: i=2
task 456: i=2
task 457: i=2
task 458: i=2
task 459: i=2
task 460: i=2
task 461: i=2
task 462: i=2
task 463: i=2
task 464: i=2
task 465: i=2
task 466: i=2
task 467: i=2
task 468: i=2
task 469: i=2
task 470: i=2
task 471: i=2
task 472: i=2
task 473: i=2
task 474: i=2
task 475: i=2
task 476: i=2
task 477: i=2
task 478: i=2
task 479: i=2
task 480: i=2
task 481: i=2
task 482: i=2
task 483: i=2
task 484: i=2
task 485: i=2
task 486: i=2
task 487: i=2
task 488: i=2
task 489: i=2
task 490: i=2
task 491: i=2
task 492: i=2
task 493: i=2
task 494: i=2
task 495: i=2
task 496: i=2
task 497: i=2
task 498: i=2
task 499: i=2
task 500: i=2
task 501: i=2
task   2: fim

Task 2 exit: execution time 60012 ms, processor time 120 ms, 7 activations
task   3: fim

Task 3 exit: execution time 60021 ms, processor time 120 ms, 7 activations
task   4: fim

Task 4 exit: execution time 60030 ms, processor time 120 ms, 7 activations
task   5: fim

Task 5 exit: execution time 60039 ms, processor time 120 ms, 7 activations
task   6: fim

Task 6 exit: execution time 60048 ms, processor time 120 ms, 7 activations
task   7: fim

Task 7 exit: execution time 60057 ms, processor time 120 ms, 7 activations
task   8: fim

Task 8 exit: execution time 60066 ms, processor time 120 ms, 7 activations
task   9: fim

Task 9 exit: execution time 60075 ms, processor time 120 ms, 7 activations
task  10: fim

Task 10 exit: execution time 60084 ms, processor time 120 ms, 7 activations
task  11: fim

Task 11 exit: execution time 60093 ms, processor time 120 ms, 7 activations
task  12: fim

Task 12 exit: execution time 60102 ms, processor time 120 ms, 7 activations
task  13: fim

Task 13 exit: execution time 60111 ms, processor time 120 ms, 7 activations
task  14: fim

Task 14 exit: execution time 60120 ms, processor time 120 ms, 7 activations
task  15: fim

Task 15 exit: execution time 60129 ms, processor time 120 ms, 7 activations
task  16: fim

Task 16 exit: execution time 60138 ms, processor time 120 ms, 7 activations
task  17: fim

Task 17 exit: execution time 60147 ms, processor time 120 ms, 7 activations
task  18: fim

Task 18 exit: execution time 60156 ms, processor time 120 ms, 7 activations
task  19: fim

Task 19 exit: execution time 60165 ms, processor time 120 ms, 7 activations
task  20: fim

Task 20 exit: execution time 60174 ms, processor time 120 ms, 7 activations
task  21: fim

Task 21 exit: execution time 60183 ms, processor time 120 ms, 7 activations
task  22: fim

Task 22 exit: execution time 60192 ms, processor time 120 ms, 7 activations
task  23: fim

Task 23 exit: execution time 60201 ms, processor time 120 ms, 7 activations
task  24: fim

Task 24 exit: execution time 60210 ms, processor time 120 ms, 7 activations
task  25: fim

Task 25 exit: execution time 60220 ms, processor time 120 ms, 7 activations
task  26: fim

Task 26 exit: execution time 60229 ms, processor time 120 ms, 7 activations
task  27: fim

Task 27 exit: execution time 60238 ms, processor time 120 ms, 7 activations
task  28: fim

Task 28 exit: execution time 60246 ms, processor time 120 ms, 7 activations
task  29: fim

Task 29 exit: execution time 60255 ms, processor time 120 ms, 7 activations
task  30: fim

Task 30 exit: execution time 60265 ms, processor time 120 ms, 7 activations
task  31: fim

Task 31 exit: execution time 60274 ms, processor time 120 ms, 7 activations
task  32: fim

Task 32 exit: execution time 60282 ms, processor time 120 ms, 7 activations
task  33: fim

Task 33 exit: execution time 60292 ms, processor time 120 ms, 7 activations
task  34: fim

Task 34 exit: execution time 60301 ms, processor time 120 ms, 7 activations
task  35: fim

Task 35 exit: execution time 60310 ms, processor time 120 ms, 7 activations
task  36: fim

Task 36 exit: execution time 60319 ms, processor time 120 ms, 7 activations
task  37: fim

Task 37 exit: execution time 60328 ms, processor time 120 ms, 7 activations
task  38: fim

Task 38 exit: execution time 60337 ms, processor time 120 ms, 7 activations
task  39: fim

Task 39 exit: execution time 60346 ms, processor time 120 ms, 7 activations
task  40: fim

Task 40 exit: execution time 60355 ms, processor time 120 ms, 7 activations
task  41: fim

Task 41 exit: execution time 60364 ms, processor time 120 ms, 7 activations
task  42: fim

Task 42 exit: execution time 60373 ms, processor time 120 ms, 7 activations
task  43: fim

Task 43 exit: execution time 60382 ms, processor time 120 ms, 7 activations
task  44: fim

Task 44 exit: execution time 60391 ms, processor time 120 ms, 7 activations
task  45: fim

Task 45 exit: execution time 60401 ms, processor time 120 ms, 7 activations
task  46: fim

Task 46 exit: execution time 60410 ms, processor time 120 ms, 7 activations
task  47: fim

Task 47 exit: execution time 60419 ms, processor time 120 ms, 7 activations
task  48: fim

Task 48 exit: execution time 60428 ms, processor time 120 ms, 7 activations
task  49: fim

Task 49 exit: execution time 60437 ms, processor time 120 ms, 7 activations
task  50: fim

Task 50 exit: execution time 60446 ms, processor time 120 ms, 7 activations
task  51: fim

Task 51 exit: execution time 60455 ms, processor time 120 ms, 7 activations
task  52: fim

Task 52 exit: execution time 60464 ms, processor time 120 ms, 7 activations
task  53: fim

Task 53 exit: execution time 60473 ms, processor time 120 ms, 7 activations
task  54: fim

Task 54 exit: execution time 60482 ms, processor time 120 ms, 7 activations
task  55: fim

Task 55 exit: execution time 60491 ms, processor time 120 ms, 7 activations
task  56: fim

Task 56 exit: execution time 60500 ms, processor time 120 ms, 7 activations
task  57: fim

Task 57 exit: execution time 60509 ms, processor time 120 ms, 7 activations
task  58: fim

Task 58 exit: execution time 60518 ms, processor time 120 ms, 7 activations
task  59: fim

Task 59 exit: execution time 60527 ms, processor time 120 ms, 7 activations
task  60: fim

Task 60 exit: execution time 60536 ms, processor time 120 ms, 7 activations
task  61: fim

Task 61 exit: execution time 60545 ms, processor time 120 ms, 7 activations
task  62: fim

Task 62 exit: execution time 60554 ms, processor time 120 ms, 7 activations
task  63: fim

Task 63 exit: execution time 60563 ms, processor time 120 ms, 7 activations
task  64: fim

Task 64 exit: execution time 60571 ms, processor time 120 ms, 7 activations
task  65: fim

Task 65 exit: execution time 60580 ms, processor time 120 ms, 7 activations
task  66: fim

Task 66 exit: execution time 60589 ms, processor time 120 ms, 7 activations
task  67: fim

Task 67 exit: execution time 60599 ms, processor time 120 ms, 7 activations
task  68: fim

Task 68 exit: execution time 60608 ms, processor time 120 ms, 7 activations
task  69: fim

Task 69 exit: execution time 60617 ms, processor time 120 ms, 7 activations
task  70: fim

Task 70 exit: execution time 60627 ms, processor time 120 ms, 7 activations
task  71: fim

Task 71 exit: execution time 60636 ms, processor time 120 ms, 7 activations
task  72: fim

Task 72 exit: execution time 60645 ms, processor time 120 ms, 7 activations
task  73: fim

Task 73 exit: execution time 60653 ms, processor time 120 ms, 7 activations
task  74: fim

Task 74 exit: execution time 60662 ms, processor time 120 ms, 7 activations
task  75: fim

Task 75 exit: execution time 60671 ms, processor time 120 ms, 7 activations
task  76: fim

Task 76 exit: execution time 60680 ms, processor time 120 ms, 7 activations
task  77: fim

Task 77 exit: execution time 60689 ms, processor time 120 ms, 7 activations
task  78: fim

Task 78 exit: execution time 60698 ms, processor time 120 ms, 7 activations
task  79: fim

Task 79 exit: execution time 60707 ms, processor time 120 ms, 7 activations
task  80: fim

Task 80 exit: execution time 60716 ms, processor time 120 ms, 7 activations
task  81: fim

Task 81 exit: execution time 60725 ms, processor time 120 ms, 7 activations
task  82: fim

Task 82 exit: execution time 60734 ms, processor time 120 ms, 7 activations
task  83: fim

Task 83 exit: execution time 60743 ms, processor time 120 ms, 7 activations
task  84: fim

Task 84 exit: execution time 60752 ms, processor time 120 ms, 7 activations
task  85: fim

Task 85 exit: execution time 60761 ms, processor time 120 ms, 7 activations
task  86: fim

Task 86 exit: execution time 60770 ms, processor time 120 ms, 7 activations
task  87: fim

Task 87 exit: execution time 60779 ms, processor time 120 ms, 7 activations
task  88: fim

Task 88 exit: execution time 60788 ms, processor time 120 ms, 7 activations
task  89: fim

Task 89 exit: execution time 60798 ms, processor time 120 ms, 7 activations
task  90: fim

Task 90 exit: execution time 60807 ms, processor time 120 ms, 7 activations
task  91: fim

Task 91 exit: execution time 60816 ms, processor time 120 ms, 7 activations
task  92: fim

Task 92 exit: execution time 60824 ms, processor time 120 ms, 7 activations
task  93: fim

Task 93 exit: execution time 60833 ms, processor time 120 ms, 7 activations
task  94: fim

Task 94 exit: execution time 60842 ms, processor time 120 ms, 7 activations
task  95: fim

Task 95 exit: execution time 60851 ms, processor time 120 ms, 7 activations
task  96: fim

Task 96 exit: execution time 60860 ms, processor time 120 ms, 7 activations
task  97: fim

Task 97 exit: execution time 60869 ms, processor time 120 ms, 7 activations
task  98: fim

Task 98 exit: execution time 60878 ms, processor time 120 ms, 7 activations
task  99: fim

Task 99 exit: execution time 60888 ms, processor time 120 ms, 7 activations
task 100: fim

Task 100 exit: execution time 60897 ms, processor time 120 ms, 7 activations
task 101: fim

Task 101 exit: execution time 60906 ms, processor time 120 ms, 7 activations
task 102: fim

Task 102 exit: execution time 60915 ms, processor time 120 ms, 7 activations
task 103: fim

Task 103 exit: execution time 60923 ms, processor time 120 ms, 7 activations
task 104: fim

Task 104 exit: execution time 60933 ms, processor time 120 ms, 7 activations
task 105: fim

Task 105 exit: execution time 60942 ms, processor time 120 ms, 7 activations
task 106: fim

Task 106 exit: execution time 60951 ms, processor time 120 ms, 7 activations
task 107: fim

Task 107 exit: execution time 60959 ms, processor time 120 ms, 7 activations
task 108: fim

Task 108 exit: execution time 60968 ms, processor time 120 ms, 7 activations
task 109: fim

Task 109 exit: execution time 60977 ms, processor time 120 ms, 7 activations
task 110: fim

Task 110 exit: execution time 60986 ms, processor time 120 ms, 7 activations
task 111: fim

Task 111 exit: execution time 60995 ms, processor time 120 ms, 7 activations
task 112: fim

Task 112 exit: execution time 61004 ms, processor time 120 ms, 7 activations
task 113: fim

Task 113 exit: execution time 61012 ms, processor time 120 ms, 7 activations
task 114: fim

Task 114 exit: execution time 61021 ms, processor time 120 ms, 7 activations
task 115: fim

Task 115 exit: execution time 61030 ms, processor time 120 ms, 7 activations
task 116: fim

Task 116 exit: execution time 61039 ms, processor time 120 ms, 7 activations
task 117: fim

Task 117 exit: execution time 61048 ms, processor time 120 ms, 7 activations
task 118: fim

Task 118 exit: execution time 61057 ms, processor time 120 ms, 7 activations
task 119: fim

Task 119 exit: execution time 61066 ms, processor time 120 ms, 7 activations
task 120: fim

Task 120 exit: execution time 61075 ms, processor time 120 ms, 7 activations
task 121: fim

Task 121 exit: execution time 61084 ms, processor time 120 ms, 7 activations
task 122: fim

Task 122 exit: execution time 61093 ms, processor time 120 ms, 7 activations
task 123: fim

Task 123 exit: execution time 61102 ms, processor time 120 ms, 7 activations
task 124: fim

Task 124 exit: execution time 61112 ms, processor time 120 ms, 7 activations
task 125: fim

Task 125 exit: execution time 61124 ms, processor time 120 ms, 7 activations
task 126: fim

Task 126 exit: execution time 61133 ms, processor time 120 ms, 7 activations
task 127: fim

Task 127 exit: execution time 61142 ms, processor time 120 ms, 7 activations
task 128: fim

Task 128 exit: execution time 61151 ms, processor time 120 ms, 7 activations
task 129: fim

Task 129 exit: execution time 61160 ms, processor time 120 ms, 7 activations
task 130: fim

Task 130 exit: execution time 61169 ms, processor time 120 ms, 7 activations
task 131: fim

Task 131 exit: execution time 61178 ms, processor time 120 ms, 7 activations
task 132: fim

Task 132 exit: execution time 61187 ms, processor time 120 ms, 7 activations
task 133: fim

Task 133 exit: execution time 61196 ms, processor time 120 ms, 7 activations
task 134: fim

Task 134 exit: execution time 61205 ms, processor time 120 ms, 7 activations
task 135: fim

Task 135 exit: execution time 61215 ms, processor time 120 ms, 7 activations
task 136: fim

Task 136 exit: execution time 61224 ms, processor time 120 ms, 7 activations
task 137: fim

Task 137 exit: execution time 61233 ms, processor time 120 ms, 7 activations
task 138: fim

Task 138 exit: execution time 61243 ms, processor time 120 ms, 7 activations
task 139: fim

Task 139 exit: execution time 61252 ms, processor time 120 ms, 7 activations
task 140: fim

Task 140 exit: execution time 61260 ms, processor time 120 ms, 7 activations
task 141: fim

Task 141 exit: execution time 61269 ms, processor time 120 ms, 7 activations
task 142: fim

Task 142 exit: execution time 61278 ms, processor time 120 ms, 7 activations
task 143: fim

Task 143 exit: execution time 61287 ms, processor time 120 ms, 7 activations
task 144: fim

Task 144 exit: execution time 61296 ms, processor time 120 ms, 7 activations
task 145: fim

Task 145 exit: execution time 61306 ms, processor time 120 ms, 7 activations
task 146: fim

Task 146 exit: execution time 61315 ms, processor time 120 ms, 7 activations
task 147: fim

Task 147 exit: execution time 61325 ms, processor time 120 ms, 7 activations
task 148: fim

Task 148 exit: execution time 61333 ms, processor time 120 ms, 7 activations
task 149: fim

Task 149 exit: execution time 61342 ms, processor time 120 ms, 7 activations
task 150: fim

Task 150 exit: execution time 61351 ms, processor time 120 ms, 7 activations
task 151: fim

Task 151 exit: execution time 61360 ms, processor time 120 ms, 7 activations
task 152: fim

Task 152 exit: execution time 61369 ms, processor time 120 ms, 7 activations
task 153: fim

Task 153 exit: execution time 61378 ms, processor time 120 ms, 7 activations
task 154: fim

Task 154 exit: execution time 61388 ms, processor time 120 ms, 7 activations
task 155: fim

Task 155 exit: execution time 61397 ms, processor time 120 ms, 7 activations
task 156: fim

Task 156 exit: execution time 61406 ms, processor time 120 ms, 7 activations
task 157: fim

Task 157 exit: execution time 61415 ms, processor time 120 ms, 7 activations
task 158: fim

Task 158 exit: execution time 61424 ms, processor time 120 ms, 7 activations
task 159: fim

Task 159 exit: execution time 61433 ms, processor time 120 ms, 7 activations
task 160: fim

Task 160 exit: execution time 61442 ms, processor time 120 ms, 7 activations
task 161: fim

Task 161 exit: execution time 61451 ms, processor time 120 ms, 7 activations
task 162: fim

Task 162 exit: execution time 61460 ms, processor time 120 ms, 7 activations
task 163: fim

Task 163 exit: execution time 61469 ms, processor time 120 ms, 7 activations
task 164: fim

Task 164 exit: execution time 61478 ms, processor time 120 ms, 7 activations
task 165: fim

Task 165 exit: execution time 61487 ms, processor time 120 ms, 7 activations
task 166: fim

Task 166 exit: execution time 61496 ms, processor time 120 ms, 7 activations
task 167: fim

Task 167 exit: execution time 61505 ms, processor time 120 ms, 7 activations
task 168: fim

Task 168 exit: execution time 61514 ms, processor time 120 ms, 7 activations
task 169: fim

Task 169 exit: execution time 61523 ms, processor time 120 ms, 7 activations
task 170: fim

Task 170 exit: execution time 61532 ms, processor time 120 ms, 7 activations
task 171: fim

Task 171 exit: execution time 61541 ms, processor time 120 ms, 7 activations
task 172: fim

Task 172 exit: execution time 61550 ms, processor time 120 ms, 7 activations
task 173: fim

Task 173 exit: execution time 61559 ms, processor time 120 ms, 7 activations
task 174: fim

Task 174 exit: execution time 61569 ms, processor time 120 ms, 7 activations
task 175: fim

Task 175 exit: execution time 61578 ms, processor time 120 ms, 7 activations
task 176: fim

Task 176 exit: execution time 61587 ms, processor time 120 ms, 7 activations
task 177: fim

Task 177 exit: execution time 61596 ms, processor time 120 ms, 7 activations
task 178: fim

Task 178 exit: execution time 61604 ms, processor time 120 ms, 7 activations
task 179: fim

Task 179 exit: execution time 61613 ms, processor time 120 ms, 7 activations
task 180: fim

Task 180 exit: execution time 61622 ms, processor time 120 ms, 7 activations
task 181: fim

Task 181 exit: execution time 61631 ms, processor time 120 ms, 7 activations
task 182: fim

Task 182 exit: execution time 61640 ms, processor time 120 ms, 7 activations
task 183: fim

Task 183 exit: execution time 61649 ms, processor time 120 ms, 7 activations
task 184: fim

Task 184 exit: execution time 61658 ms, processor time 120 ms, 7 activations
task 185: fim

Task 185 exit: execution time 61666 ms, processor time 120 ms, 7 activations
task 186: fim

Task 186 exit: execution time 61676 ms, processor time 120 ms, 7 activations
task 187: fim

Task 187 exit: execution time 61684 ms, processor time 120 ms, 7 activations
task 188: fim

Task 188 exit: execution time 61693 ms, processor time 120 ms, 7 activations
task 189: fim

Task 189 exit: execution time 61702 ms, processor time 120 ms, 7 activations
task 190: fim

Task 190 exit: execution time 61711 ms, processor time 120 ms, 7 activations
task 191: fim

Task 191 exit: execution time 61720 ms, processor time 120 ms, 7 activations
task 192: fim

Task 192 exit: execution time 61729 ms, processor time 120 ms, 7 activations
task 193: fim

Task 193 exit: execution time 61739 ms, processor time 120 ms, 7 activations
task 194: fim

Task 194 exit: execution time 61748 ms, processor time 120 ms, 7 activations
task 195: fim

Task 195 exit: execution time 61757 ms, processor time 120 ms, 7 activations
task 196: fim

Task 196 exit: execution time 61766 ms, processor time 120 ms, 7 activations
task 197: fim

Task 197 exit: execution time 61776 ms, processor time 120 ms, 7 activations
task 198: fim

Task 198 exit: execution time 61784 ms, processor time 120 ms, 7 activations
task 199: fim

Task 199 exit: execution time 61793 ms, processor time 120 ms, 7 activations
task 200: fim

Task 200 exit: execution time 61802 ms, processor time 120 ms, 7 activations
task 201: fim

Task 201 exit: execution time 61811 ms, processor time 120 ms, 7 activations
task 202: fim

Task 202 exit: execution time 61820 ms, processor time 120 ms, 7 activations
task 203: fim

Task 203 exit: execution time 61828 ms, processor time 120 ms, 7 activations
task 204: fim

Task 204 exit: execution time 61838 ms, processor time 120 ms, 7 activations
task 205: fim

Task 205 exit: execution time 61847 ms, processor time 120 ms, 7 activations
task 206: fim

Task 206 exit: execution time 61856 ms, processor time 120 ms, 7 activations
task 207: fim

Task 207 exit: execution time 61865 ms, processor time 120 ms, 7 activations
task 208: fim

Task 208 exit: execution time 61874 ms, processor time 120 ms, 7 activations
task 209: fim

Task 209 exit: execution time 61883 ms, processor time 120 ms, 7 activations
task 210: fim

Task 210 exit: execution time 61893 ms, processor time 120 ms, 7 activations
task 211: fim

Task 211 exit: execution time 61902 ms, processor time 120 ms, 7 activations
task 212: fim

Task 212 exit: execution time 61910 ms, processor time 120 ms, 7 activations
task 213: fim

Task 213 exit: execution time 61919 ms, processor time 120 ms, 7 activations
task 214: fim

Task 214 exit: execution time 61928 ms, processor time 120 ms, 7 activations
task 215: fim

Task 215 exit: execution time 61937 ms, processor time 120 ms, 7 activations
task 216: fim

Task 216 exit: execution time 61947 ms, processor time 120 ms, 7 activations
task 217: fim

Task 217 exit: execution time 61956 ms, processor time 120 ms, 7 activations
task 218: fim

Task 218 exit: execution time 61966 ms, processor time 120 ms, 7 activations
task 219: fim

Task 219 exit: execution time 61975 ms, processor time 120 ms, 7 activations
task 220: fim

Task 220 exit: execution time 61984 ms, processor time 120 ms, 7 activations
task 221: fim

Task 221 exit: execution time 61992 ms, processor time 120 ms, 7 activations
task 222: fim

Task 222 exit: execution time 62001 ms, processor time 120 ms, 7 activations
task 223: fim

Task 223 exit: execution time 62010 ms, processor time 120 ms, 7 activations
task 224: fim

Task 224 exit: execution time 62019 ms, processor time 120 ms, 7 activations
task 225: fim

Task 225 exit: execution time 62029 ms, processor time 120 ms, 7 activations
task 226: fim

Task 226 exit: execution time 62038 ms, processor time 120 ms, 7 activations
task 227: fim

Task 227 exit: execution time 62046 ms, processor time 120 ms, 7 activations
task 228: fim

Task 228 exit: execution time 62055 ms, processor time 120 ms, 7 activations
task 229: fim

Task 229 exit: execution time 62064 ms, processor time 120 ms, 7 activations
task 230: fim

Task 230 exit: execution time 62074 ms, processor time 120 ms, 7 activations
task 231: fim

Task 231 exit: execution time 62083 ms, processor time 120 ms, 7 activations
task 232: fim

Task 232 exit: execution time 62091 ms, processor time 120 ms, 7 activations
task 233: fim

Task 233 exit: execution time 62100 ms, processor time 120 ms, 7 activations
task 234: fim

Task 234 exit: execution time 62109 ms, processor time 120 ms, 7 activations
task 235: fim

Task 235 exit: execution time 62118 ms, processor time 120 ms, 7 activations
task 236: fim

Task 236 exit: execution time 62127 ms, processor time 120 ms, 7 activations
task 237: fim

Task 237 exit: execution time 62136 ms, processor time 120 ms, 7 activations
task 238: fim

Task 238 exit: execution time 62145 ms, processor time 120 ms, 7 activations
task 239: fim

Task 239 exit: execution time 62153 ms, processor time 120 ms, 7 activations
task 240: fim

Task 240 exit: execution time 62162 ms, processor time 120 ms, 7 activations
task 241: fim

Task 241 exit: execution time 62171 ms, processor time 120 ms, 7 activations
task 242: fim

Task 242 exit: execution time 62180 ms, processor time 120 ms, 7 activations
task 243: fim

Task 243 exit: execution time 62189 ms, processor time 120 ms, 7 activations
task 244: fim

Task 244 exit: execution time 62198 ms, processor time 120 ms, 7 activations
task 245: fim

Task 245 exit: execution time 62208 ms, processor time 120 ms, 7 activations
task 246: fim

Task 246 exit: execution time 62217 ms, processor time 120 ms, 7 activations
task 247: fim

Task 247 exit: execution time 62225 ms, processor time 120 ms, 7 activations
task 248: fim

Task 248 exit: execution time 62234 ms, processor time 120 ms, 7 activations
task 249: fim

Task 249 exit: execution time 62243 ms, processor time 120 ms, 7 activations
task 250: fim

Task 250 exit: execution time 62252 ms, processor time 120 ms, 7 activations
task 251: fim

Task 251 exit: execution time 62261 ms, processor time 120 ms, 7 activations
task 252: fim

Task 252 exit: execution time 62271 ms, processor time 120 ms, 7 activations
task 253: fim

Task 253 exit: execution time 62279 ms, processor time 120 ms, 7 activations
task 254: fim

Task 254 exit: execution time 62289 ms, processor time 120 ms, 7 activations
task 255: fim

Task 255 exit: execution time 62298 ms, processor time 120 ms, 7 activations
task 256: fim

Task 256 exit: execution time 62306 ms, processor time 120 ms, 7 activations
task 257: fim

Task 257 exit: execution time 62315 ms, processor time 120 ms, 7 activations
task 258: fim

Task 258 exit: execution time 62324 ms, processor time 120 ms, 7 activations
task 259: fim

Task 259 exit: execution time 62333 ms, processor time 120 ms, 7 activations
task 260: fim

Task 260 exit: execution time 62342 ms, processor time 120 ms, 7 activations
task 261: fim

Task 261 exit: execution time 62350 ms, processor time 120 ms, 7 activations
task 262: fim

Task 262 exit: execution time 62359 ms, processor time 120 ms, 7 activations
task 263: fim

Task 263 exit: execution time 62368 ms, processor time 120 ms, 7 activations
task 264: fim

Task 264 exit: execution time 62377 ms, processor time 120 ms, 7 activations
task 265: fim

Task 265 exit: execution time 62386 ms, processor time 120 ms, 7 activations
task 266: fim

Task 266 exit: execution time 62395 ms, processor time 120 ms, 7 activations
task 267: fim

Task 267 exit: execution time 62404 ms, processor time 120 ms, 7 activations
task 268: fim

Task 268 exit: execution time 62413 ms, processor time 120 ms, 7 activations
task 269: fim

Task 269 exit: execution time 62422 ms, processor time 120 ms, 7 activations
task 270: fim

Task 270 exit: execution time 62431 ms, processor time 120 ms, 7 activations
task 271: fim

Task 271 exit: execution time 62440 ms, processor time 120 ms, 7 activations
task 272: fim

Task 272 exit: execution time 62449 ms, processor time 120 ms, 7 activations
task 273: fim

Task 273 exit: execution time 62458 ms, processor time 120 ms, 7 activations
task 274: fim

Task 274 exit: execution time 62467 ms, processor time 120 ms, 7 activations
task 275: fim

Task 275 exit: execution time 62476 ms, processor time 120 ms, 7 activations
task 276: fim

Task 276 exit: execution time 62484 ms, processor time 120 ms, 7 activations
task 277: fim

Task 277 exit: execution time 62493 ms, processor time 120 ms, 7 activations
task 278: fim

Task 278 exit: execution time 62501 ms, processor time 120 ms, 7 activations
task 279: fim

Task 279 exit: execution time 62510 ms, processor time 120 ms, 7 activations
task 280: fim

Task 280 exit: execution time 62519 ms, processor time 120 ms, 7 activations
task 281: fim

Task 281 exit: execution time 62528 ms, processor time 120 ms, 7 activations
task 282: fim

Task 282 exit: execution time 62537 ms, processor time 120 ms, 7 activations
task 283: fim

Task 283 exit: execution time 62546 ms, processor time 120 ms, 7 activations
task 284: fim

Task 284 exit: execution time 62555 ms, processor time 120 ms, 7 activations
task 285: fim

Task 285 exit: execution time 62564 ms, processor time 120 ms, 7 activations
task 286: fim

Task 286 exit: execution time 62573 ms, processor time 120 ms, 7 activations
task 287: fim

Task 287 exit: execution time 62582 ms, processor time 120 ms, 7 activations
task 288: fim

Task 288 exit: execution time 62591 ms, processor time 120 ms, 7 activations
task 289: fim

Task 289 exit: execution time 62600 ms, processor time 120 ms, 7 activations
task 290: fim

Task 290 exit: execution time 62608 ms, processor time 120 ms, 7 activations
task 291: fim

Task 291 exit: execution time 62617 ms, processor time 120 ms, 7 activations
task 292: fim

Task 292 exit: execution time 62626 ms, processor time 120 ms, 7 activations
task 293: fim

Task 293 exit: execution time 62635 ms, processor time 120 ms, 7 activations
task 294: fim

Task 294 exit: execution time 62644 ms, processor time 120 ms, 7 activations
task 295: fim

Task 295 exit: execution time 62654 ms, processor time 120 ms, 7 activations
task 296: fim

Task 296 exit: execution time 62663 ms, processor time 120 ms, 7 activations
task 297: fim

Task 297 exit: execution time 62672 ms, processor time 120 ms, 7 activations
task 298: fim

Task 298 exit: execution time 62681 ms, processor time 120 ms, 7 activations
task 299: fim

Task 299 exit: execution time 62690 ms, processor time 120 ms, 7 activations
task 300: fim

Task 300 exit: execution time 62699 ms, processor time 120 ms, 7 activations
task 301: fim

Task 301 exit: execution time 62708 ms, processor time 120 ms, 7 activations
task 302: fim

Task 302 exit: execution time 62717 ms, processor time 120 ms, 7 activations
task 303: fim

Task 303 exit: execution time 62726 ms, processor time 120 ms, 7 activations
task 304: fim

Task 304 exit: execution time 62735 ms, processor time 120 ms, 7 activations
task 305: fim

Task 305 exit: execution time 62745 ms, processor time 120 ms, 7 activations
task 306: fim

